SC,名称,決算期,決算発表日(本決算),売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),自己資本比率,ROE,ROA,発行済株式数(更新日時点)
7135,ジャパンクラフトホールディングス,202506,20250808,14045,65,4,-257,11555,3672,100,3533,31.8,-7.74,-2.25,37341680
7377,DNホールディングス,202506,20250808,36975,2715,2709,1922,25554,15487,2000,842,60.6,13.27,7.75,8420000
7500,西川計測,202506,20250808,38719,3757,3918,2681,33881,20480,569,-,60.4,13.84,8.19,3432475
7636,ハンズマン,202506,20250808,34896,1236,1526,1027,25665,18102,1057,3034,70.5,5.71,3.96,14509800
7821,前田工繊,202506,20250808,64108,12026,12259,9489,86959,68382,6422,625,78.6,14.51,11.35,68080612
8912,エリアクエスト,202506,20250808,2476,291,187,112,3954,1388,991,566,35.1,7.44,2.7,17145800
8928,穴吹興産,202506,20250808,130973,5690,5618,3722,148139,43564,755,75222,29.4,8.87,2.62,11535600
9165,クオルテック,202506,20250808,4025,384,384,219,4346,3277,392,137,75.4,6.81,5.16,2350000
9273,コーア商事ホールディングス,202506,20250808,23269,5355,5375,3637,36114,28120,1338,2450,77.9,13.68,10.68,42119980
9340,アソインターナショナル,202506,20250808,3796,658,631,438,3330,2930,356,-,88,15.39,13.45,9814200
9361,伏木海陸運送,202506,20250808,13453,1244,1172,682,23517,11666,1850,5183,49.6,6,2.93,2615400
9421,エヌジェイホールディングス,202506,20250808,9107,51,31,31,3749,1612,592,952,43,1.94,0.81,5350400
1382,ホーブ,202506,20250807,2412,38,39,24,1069,756,421,4,70.7,3.15,2.19,762000
3028,アルペン,202506,20250807,268655,8516,10464,5573,205920,121142,15163,10000,58.8,4.68,2.73,38888000
3154,メディアスホールディングス,202506,20250807,288689,1875,2422,1375,113024,20478,1380,21234,18.1,6.84,1.21,22238217
3242,アーバネットコーポレーション,202506,20250807,33933,3481,2787,1850,62322,17347,3519,41581,27.8,11.42,3.39,37574100
3984,ユーザーローカル,202506,20250807,4581,1971,1972,1429,9971,8699,1214,-,87.2,17.4,15.2,16245700
4767,テー・オー・ダブリュー,202506,20250807,17782,2152,2194,1132,14219,9882,948,612,69.5,11.81,8,48969096
5254,Arent,202506,20250807,4028,1690,868,633,6084,4798,572,321,78.9,14.2,11.36,6954295
6062,チャーム・ケア・コーポレーション,202506,20250807,46673,3845,4024,2936,52414,20644,2759,13076,39.4,14.94,5.89,32712000
6920,レーザーテック,202506,20250807,251477,122843,119444,84652,329601,209879,931,-,63.7,46.88,28.18,94286400
7813,プラッツ,202506,20250807,8422,183,240,192,6249,3095,582,2006,49.5,6.11,3.07,3726000
7826,フルヤ金属,202506,20250807,57379,9538,9389,6468,123864,64442,10662,28600,52,10.37,5.47,25389636
9028,ゼロ,202506,20250807,147843,10228,10213,7179,73948,42901,3390,5000,58,17.92,9.92,17560242
9514,エフオン,202506,20250807,17599,1320,1103,706,44576,18684,2292,22034,41.9,3.82,1.57,21635144
3632,グリーホールディングス,202506,20250806,57111,4860,3760,1194,132897,93030,100,25700,70,1.27,0.91,179749700
4396,システムサポートホールディングス,202506,20250806,26938,2218,2244,1457,13628,6012,723,1826,44.1,26.33,12.37,20800000
4826,CIJ,202506,20250806,26899,2170,2204,1495,18676,14516,2270,647,77.7,10.3,8.04,64798288
4847,インテリジェントウェイブ,202506,20250806,15596,1848,1890,1349,18690,9475,843,-,50.7,14.43,7.59,26340000
3426,アトムリビンテック,202506,20250805,10297,515,561,390,11608,10430,300,-,89.9,3.79,3.15,4105000
3836,アバントグループ,202506,20250805,28227,4604,4613,3434,24373,15582,345,-,63.9,23.79,14.84,36009551
4326,インテージホールディングス,202506,20250805,65571,4241,4131,3505,46922,33129,2378,100,70.6,10.73,7.6,40426000
4385,メルカリ,202506,20250805,192633,27840,29120,26114,543763,99269,48176,190950,18.3,30.52,5,165043847
6888,アクモス,202506,20250805,6421,583,584,386,5378,3363,693,399,62.5,11.83,7.26,10215400
3191,ジョイフル本田,202506,20250801,135738,10748,11878,8327,165574,121791,12000,14684,73.6,6.86,5.12,63784612
3439,三ツ知,202506,20250801,12411,106,174,-117,15858,9647,405,3450,60.8,-1.19,-0.72,5304040
5903,シンポ,202506,20250801,7368,976,987,586,8699,6921,639,501,79.6,8.55,6.9,6140850
2477,手間いらず,202506,20250731,2185,1608,1620,1067,7218,6768,718,-,93.8,16.02,15.03,6480961
7962,キングジム,202506,20250731,39639,537,836,424,35513,23965,1978,6277,67.5,1.76,1.2,31459692
9267,Genky_DrugStores,202506,20250729,200786,9658,9899,7066,127326,53263,1035,34229,41.8,14.16,5.86,31031568
3645,メディカルネット,202505,20250718,6077,98,134,-68,4080,1716,286,1251,42.1,-3.75,-1.69,10773000
1430,ファーストコーポレーション,202505,20250715,43194,2579,2478,1669,24889,9757,730,4713,39.2,18.32,6.87,13363540
1887,日本国土開発,202505,20250715,123349,2318,1945,1332,140649,66221,5012,28605,47.1,1.98,0.93,89255000
205A,ロゴスホールディングス,202505,20250715,36269,487,404,199,21122,3406,99,7621,16.1,6.12,1.15,3923885
2168,パソナグループ,202505,20250715,309240,-1237,-460,-8658,265038,134936,5000,31814,50.9,-6.11,-3.06,40190300
2462,ライク,202505,20250715,62336,2951,3498,2097,40446,17798,1548,9146,44,12.12,5.31,20464800
277A,グロービング,202505,20250715,8255,2800,2783,1768,8767,5752,1195,-,65.6,48.83,31.13,28728000
2934,ジェイフロンティア,202505,20250715,21504,293,231,87,9172,1405,564,4321,15.3,6.8,0.88,5333465
3021,パシフィックネット,202505,20250715,8099,842,774,529,12364,3378,533,7617,27.3,16.43,4.63,5392500
372A,レント,202505,20250715,49088,3906,3444,2498,57910,14958,1401,21009,25.8,18.38,4.57,3886000
3810,サイバーステップホールディングス,202505,20250715,2504,-1787,-1916,-1695,1077,512,4075,120,47.5,-208.1,-108.58,69013082
4198,テンダ,202505,20250715,5574,428,441,257,3876,2733,325,141,70.5,9.69,6.61,6634800
6044,三機サービス,202505,20250715,20636,1020,1021,689,9948,4812,616,458,48.4,15.27,7.42,6583485
6150,タケダ機械,202505,20250715,4890,431,441,293,7617,5216,1874,1263,68.5,5.74,3.77,1020000
7808,シー・エス・ランバー,202505,20250715,20673,1774,1680,1157,26938,11289,536,9954,41.9,10.72,4.58,1850100
1377,サカタのタネ,202505,20250714,92920,12257,12311,9711,190986,161306,13500,2868,84.5,6.04,5.06,45410750
1401,エムビーエス,202505,20250714,4713,626,672,472,4878,3696,391,-,75.8,13.17,10.17,7732000
189A,D＆Mカンパニー,202505,20250714,1502,299,300,220,9281,2120,471,6874,22.8,12.98,2.43,2290000
2153,E・Jホールディングス,202505,20250714,42705,4481,4633,3203,52011,34046,2803,7363,65.5,9.61,6.86,18378920
3148,クリエイトSDホールディングス,202505,20250714,457093,22625,23414,15685,236561,142720,1000,-,60.3,11.49,6.92,66819342
3160,大光,202505,20250714,74880,811,845,523,27459,6376,1482,9533,23.2,8.4,2.04,14883300
3236,プロパスト,202505,20250714,27839,3334,2826,1957,30182,12104,1750,16503,40.1,17.41,6.31,35147915
3297,東武住販,202505,20250714,8185,511,507,343,6140,4428,302,867,72.1,7.96,5.52,2712400
340A,ジグザグ,202505,20250714,1412,322,310,245,2127,1114,398,26,52.4,35.9,14.57,7753815
3760,ケイブ,202505,20250714,13969,1133,1131,246,13248,5141,182,1244,38.8,4.85,1.78,6838500
3892,岡山製紙,202505,20250714,11522,1032,1147,798,16593,12944,821,-,78,6.34,4.64,5500000
4057,インターファクトリー,202505,20250714,2864,196,190,137,2113,1181,435,370,55.9,12.36,7,4125700
4430,東海ソフト,202505,20250714,10680,1120,1147,813,11239,6057,826,2488,53.9,13.42,7.23,4920300
4443,Sansan,202505,20250714,43202,2800,2743,424,47984,14949,7203,3572,31.2,2.93,0.99,126780856
4885,室町ケミカル,202505,20250714,6653,432,430,241,5264,2451,143,1643,46.6,10.21,4.67,4095500
5575,Globee,202505,20250714,1637,411,408,281,2243,901,92,106,40.2,37.05,14.16,5116869
5885,ジーデップ・アドバンス,202505,20250714,6630,839,796,536,4608,2848,290,-,61.8,20.47,11.99,5452800
6047,Gunosy,202505,20250714,6098,575,325,78,13222,11162,4099,266,84.4,0.74,0.64,24237774
6505,東洋電機製造,202505,20250714,40539,2384,2584,2128,53210,27385,4998,9207,51.5,7.96,4.06,9735000
7370,Enjin,202505,20250714,2919,841,844,539,5302,4636,905,-,87.4,12,10.41,7298200
7434,オータケ,202505,20250714,32993,977,1212,855,26064,15388,1312,71,59,5.56,3.28,4284500
8887,シーラホールディングス,202505,20250714,5419,200,222,-657,16748,11066,2300,3487,66.1,-5.89,-4.12,41939204
1376,カネコ種苗,202505,20250711,64508,1511,1666,1200,49320,25013,1491,-,50.7,4.85,2.45,11772626
137A,Cocolive,202505,20250711,1301,279,281,209,1057,887,229,-,83.9,26.99,22.61,3043840
1419,タマホーム,202505,20250711,200817,4113,3789,1478,92302,34247,4310,19049,37.1,4.07,1.63,29455800
198A,PostPrime,202505,20250711,897,183,175,87,1252,994,21,-,79.4,8.75,6.95,10252060
2437,Shinwa_Wise_Holdings,202505,20250711,2067,12,-17,-142,3313,2343,220,292,70.7,-5.99,-3.76,11017818
2459,アウンコンサルティング,202505,20250711,270,-105,-92,-115,760,334,100,227,43.9,-29.22,-13.43,7502800
2722,IKホールディングス,202505,20250711,15211,425,416,321,6077,2375,620,1673,39.1,14.19,5.31,8308000
2769,ヴィレッジヴァンガードコーポレーション,202505,20250711,24962,-935,-995,-4247,17535,1860,2330,9513,10.6,-105.29,-21,7861700
3349,コスモス薬品,202505,20250711,1011390,40404,43160,30978,524755,257463,4178,42884,49.1,12.67,6.19,80001600
3501,SUMINOE,202505,20250711,104791,3001,2514,669,94976,31182,9554,20924,32.8,2.12,0.71,15364324
3791,IGポート,202505,20250711,14598,1426,1420,828,13092,7829,781,-,59.8,10.95,6.11,20221600
4076,シイエヌエス,202505,20250711,7004,555,585,427,5259,3959,478,-,75.3,11.19,8.38,2906000
4465,ニイタカ,202505,20250711,23714,1925,1953,1805,22584,14756,585,1933,65.3,12.83,7.96,5943052
4577,ダイト,202505,20250711,50643,2619,2705,1908,78004,52003,7186,9668,66.7,3.67,2.45,30096880
4829,日本エンタープライズ,202505,20250711,4442,67,89,21,5591,4735,1108,-,84.7,0.44,0.36,38534900
5967,TONE,202505,20250711,7591,1002,1091,787,14531,11298,605,1803,77.8,7.16,5.35,23426000
6489,前澤工業,202505,20250711,37499,4654,4768,3077,42661,29919,5233,2183,70.1,10.64,7.34,20790248
7713,シグマ光機,202505,20250711,11580,1131,1269,986,20340,17668,2623,203,86.9,5.68,4.78,7552628
7725,インターアクション,202505,20250711,6668,1418,1386,979,13656,11765,1760,747,86.2,8.58,7.17,11510200
8908,毎日コムネット,202505,20250711,22255,2520,2384,1599,30894,13108,775,12864,42.4,12.72,5.36,18000000
9216,ビーウィズ,202505,20250711,36424,1069,1004,452,14494,8941,915,20,61.7,4.99,3.16,14183200
9265,ヤマシタヘルスケアホールディングス,202505,20250711,64486,838,909,616,27549,8977,494,-,32.6,7.03,2.28,2553000
9812,テーオーホールディングス,202505,20250711,24188,222,104,-7,17002,461,100,11021,2.7,-1.53,-0.04,8926896
2303,ドーン,202505,20250710,1646,574,584,418,3074,2750,363,-,89.5,15.98,14.2,3300000
2791,大黒天物産,202505,20250710,292940,9812,10088,6774,116403,60947,1760,15006,52.4,11.65,6.14,14502400
5932,三協立山,202505,20250710,359424,1545,944,-2336,300454,91240,15000,87218,30.4,-2.49,-0.79,31554629
7487,小津産業,202505,20250710,10220,430,559,408,26414,19127,1322,2570,72.4,2.19,1.6,8435225
7673,ダイコー通産,202505,20250710,21728,1171,1194,816,17587,8411,583,716,47.8,10.03,4.86,5332780
7888,三光合成,202505,20250710,91101,5656,5194,3857,76052,32193,4008,18775,42.3,12.42,5.11,30688569
9278,ブックオフグループホールディングス,202505,20250710,119205,3448,3903,2101,57380,18627,100,22361,32.5,10.81,3.75,20547413
9651,日本プロセス,202505,20250710,10473,1144,1281,1478,14473,11088,1487,-,76.6,13.72,10.84,10645020
9765,オオバ,202505,20250710,18096,1936,1998,1334,17901,12711,2131,-,71,10.71,7.44,16500000
6552,GameWith,202505,20250709,3451,-196,-207,-235,3347,2675,553,44,79.9,-8.4,-6.5,18348200
7921,TAKARA＆COMPANY,202505,20250709,29678,4048,4239,4075,40058,30336,2278,208,75.7,14.06,10.69,13153293
2792,ハニーズホールディングス,202505,20250708,57701,5906,5989,3732,52997,44706,3566,-,84.4,8.34,7.05,27900000
6083,ERIホールディングス,202505,20250708,19765,2045,2076,1293,13435,6343,992,2488,47.2,21.41,10.38,7832400
6496,中北製作所,202505,20250708,23768,1159,1450,1730,36452,25456,1150,3077,69.8,6.8,4.75,3832800
4825,ウェザーニューズ,202505,20250707,23505,4517,4468,3115,25757,21503,1706,-,83.5,15.12,12.76,47376000
2678,アスクル,202505,20250704,481101,14004,13816,9068,227782,77788,21233,20211,34.2,11.62,3.85,89771300
3321,ミタチ産業,202505,20250704,98176,2148,2377,1696,40028,15675,845,11700,39.2,11.25,5.64,7971853
3549,クスリのアオキホールディングス,202505,20250703,501470,26601,27513,17786,352464,145759,16749,93229,41.4,13.88,5.42,95616980
192A,インテグループ,202505,20250630,1892,497,486,311,2125,1901,214,-,89.5,19.06,14.65,2182700
4716,日本オラクル,202505,20250627,263510,86832,87454,60725,316403,163639,25225,-,51.7,34.18,18.5,128310971
7068,フィードフォースグループ,202505,20250626,4373,1592,1527,1002,7653,3213,61,2200,42,33.37,13.17,23886658
2796,ファーマライズホールディングス,202505,20250625,63508,293,136,-367,31924,6661,1961,13692,20.9,-5.31,-1.2,12060381
3544,サツドラホールディングス,202505,20250620,100174,1675,1648,767,46194,9796,1003,15636,21.2,8.11,1.68,14236564
9610,ウィルソン・ラーニングワールドワイド,202503,20250619,1688,-393,-385,-386,1514,696,888,71,46,-49.58,-23.37,11155580
6905,コーセル,202505,20250618,27052,628,740,-113,59998,55836,6042,-,93.1,-0.22,-0.2,41186100
184A,学びエイド,202504,20250616,289,-297,-312,-318,219,135,202,36,61.6,-150,-94.78,3413500
2342,トランスジェニックグループ,202503,20250616,13005,-259,-319,-1089,9586,4763,50,2574,49.7,-20.44,-11.23,16999141
7604,梅の花グループ,202504,20250616,29440,550,388,-383,22951,1830,100,16580,8,-15.04,-1.6,9029200
186A,アストロスケールホールディングス,202504,20250613,2456,-18755,-21550,-21551,33625,6126,10297,10800,18.2,-373.92,-73.53,135854500
1873,日本ハウスホールディングス,202504,20250613,34980,2335,2057,1135,42396,21673,3873,9263,51.1,5.33,2.65,40000000
3134,Hamee,202504,20250613,22895,2354,2352,1278,16972,10487,607,3850,61.8,12.44,8.12,16328100
3161,アゼアス,202504,20250613,8027,191,217,199,8452,6768,887,95,80.1,2.95,2.35,6085401
3361,トーエル,202504,20250613,27388,1936,2265,841,26934,20530,918,25,76.2,4.01,3.06,20884440
3444,菊池製作所,202504,20250613,5456,-520,-450,43,8563,5074,1303,811,59.3,0.91,0.49,12337700
3524,日東製網,202504,20250613,21600,680,828,534,30095,7294,1378,16305,24.2,7.59,1.79,2605000
3843,フリービット,202504,20250613,55073,5883,5230,2748,40558,6480,4514,20923,16,30.35,6.98,23414000
4382,HEROZ,202504,20250613,5929,306,228,-177,8147,4570,44,2054,56.1,-3.81,-2.24,15206964
5079,ノバック,202504,20250613,27511,859,830,573,25956,18189,1227,429,70.1,3.15,2.21,5202800
5971,共和工業所,202504,20250613,10457,818,931,708,18151,15656,592,-,86.3,4.54,3.93,1360000
6656,インスペック,202504,20250613,2237,108,116,-142,3000,748,813,1661,24.9,-17.4,-4.21,4012800
7050,フロンティアインターナショナル,202504,20250613,20335,1277,1267,876,14482,8891,51,309,61.4,10.25,6.71,9238000
7435,ナ・デックス,202504,20250613,36890,762,894,251,30782,18616,1028,268,60.5,1.32,0.81,8800500
7901,マツモト,202504,20250613,2169,-265,-261,-653,2085,821,100,46,39.4,-57.33,-26.54,1143900
1766,東建コーポレーション,202504,20250612,366640,22258,22752,15778,228663,133751,4800,-,58.5,12.36,7.19,13472000
3031,ラクーンホールディングス,202504,20250612,6098,1254,1397,836,16217,4420,1877,1226,27.3,18.18,5.29,21262043
324A,ブッキングリゾート,202504,20250612,1456,515,496,334,2552,1901,393,433,74.5,23.2,16.47,5914800
4431,スマレジ,202504,20250612,11066,2375,2358,1639,10671,7667,1156,100,71.8,21.38,15.36,19693800
7095,Macbee_Planet,202504,20250612,51675,4639,4576,2770,21446,11185,2635,2663,52.2,26.2,13.29,14654272
7777,スリー・ディー・マトリックス,202504,20250612,6934,-1156,-2483,-2501,6513,1745,15489,2940,26.8,-147.67,-40.34,127967081
2751,テンポスホールディングス,202504,20250611,47055,2668,2870,2064,26219,15839,499,1956,60.4,13.95,8.18,14314800
2923,サトウ食品,202504,20250611,46479,2697,2944,1949,48839,22475,543,18559,46,9.05,4.21,5075500
3903,gumi,202504,20250611,8942,370,2103,2063,23884,16701,14617,4031,69.9,14.4,9.55,53846034
4026,神島化学工業,202504,20250611,27405,1786,1718,1433,30731,12907,1320,8924,42,11.58,4.74,9240000
5032,ANYCOLOR,202504,20250611,42876,16279,16214,11510,29143,21968,449,45,75.4,55.23,42.46,61090529
1436,グリーンエナジー＆カンパニー,202504,20250610,11616,543,408,275,13557,5293,20,5756,39,5.33,2.14,12858000
2294,柿安本店,202504,20250610,36104,1500,1538,701,19196,15044,1269,-,78.4,4.29,3.43,12446700
2438,アスカネット,202504,20250610,7263,173,178,-263,6349,5386,490,-,84.8,-4.56,-3.91,17464000
2910,ロック・フィールド,202504,20250610,51184,1242,1301,329,35308,28908,5544,375,81.9,1.13,0.92,26788748
3180,ビューティガレージ,202504,20250609,33721,1594,1584,1019,16257,7628,768,2144,46.9,13.98,6.82,12752000
9627,アインホールディングス,202504,20250605,456804,16871,18080,9261,311921,142521,21894,38620,45.7,6.67,3.3,35428212
4750,ダイサン,202504,20250603,10837,370,346,335,10192,5566,100,2317,54.6,6.14,3.26,7618000
2593,伊藤園,202504,20250602,472716,22969,22973,14156,344598,174279,19912,69178,50.6,7.96,4.05,85212380
3329,東和フードサービス,202504,20250530,12812,1062,1099,720,9169,7171,50,-,78.2,10.44,8.05,8186400
7886,ヤマト_モビリティ＆Mfg.,202503,20250529,16072,202,81,-339,7534,1408,1037,3080,18.7,-22.76,-4.21,1622179
7578,ニチリョク,202503,20250527,2242,-98,-147,-271,7475,4585,1865,2219,61.3,-5.74,-3.49,18461405
1443,技研ホールディングス,202503,20250520,4906,623,770,491,16164,10916,1120,3303,67.5,4.47,2.94,16237977
1847,イチケン,202503,20250520,98999,6866,6800,4697,67602,34065,4329,6578,50.4,13.79,6.95,14568800
2340,極楽湯ホールディングス,202503,20250520,15164,1140,1279,769,13024,3563,5252,3191,27.4,24.44,6.31,31722000
2673,夢みつけ隊,202503,20250520,251,-13,91,90,3298,2425,534,709,73.5,3.67,2.71,10458000
3753,フライトソリューションズ,202503,20250520,3063,-298,-333,-382,1509,503,1433,664,33.3,-81.97,-24.16,14536700
3858,ユビキタスAI,202503,20250520,4138,96,92,91,3450,2396,1483,64,69.4,3.85,2.53,10459000
3936,グローバルウェイ,202503,20250520,3071,-261,-277,-320,1772,716,50,241,40.4,-36.41,-17.2,36566450
4720,城南進学研究社,202503,20250520,5623,-230,-228,-420,5230,1437,655,1069,27.5,-25.32,-8.31,8937840
6343,フリージア・マクロス,202503,20250520,6971,1348,1984,906,33055,12492,2077,10221,37.8,7.68,2.85,45099320
